timestamp,title,price,original_price,shipping,url,discount_percentage
3/10/2026 17:55,Apple iPhone 13 Pro 128GB Unlocked - Excellent,337.99,799.99,Shipping info unavailable,https://www.ebay.com/itm/256446109451?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006400,57.75
3/10/2026 17:55,Apple iPhone 13 Pro Max 128GB Unlocked - Good,356.99,1199.99,Shipping info unavailable,https://www.ebay.com/itm/256880902001?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006400,70.25
3/10/2026 17:55,Apple iPhone 13 Pro Max 128GB Unlocked - Very Good,370.99,1199.99,Shipping info unavailable,https://www.ebay.com/itm/256488375003?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006400,69.08
3/10/2026 17:27,Apple iPhone 14 Pro 256GB Unlocked - Excellent,414.99,1099.0,Shipping info unavailable,https://www.ebay.com/itm/257331960588?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006400,62.24
3/10/2026 17:27,Apple iPhone 14 Pro 256GB Unlocked - Very Good,385.99,1099.0,Shipping info unavailable,https://www.ebay.com/itm/257331960624?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006400,64.88
3/10/2026 17:27,Apple iPhone 15 256GB Factory Unlocked AT&T T-Mobile Verizon Very Good Condition,423.95,899.0,Shipping info unavailable,https://www.ebay.com/itm/296120880922?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006400,52.84
3/10/2026 17:27,Apple iPhone 15 Pro 256GB Unlocked AT&T T-Mobile Verizon Excellent Condition,523.95,1099.0,Shipping info unavailable,https://www.ebay.com/itm/305315521632?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006400,52.32
3/10/2026 17:27,Apple iPhone 15 Pro 512GB Unlocked AT&T T-Mobile Verizon Very Good Condition,528.95,1299.95,Shipping info unavailable,https://www.ebay.com/itm/296106949477?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006423,59.31
3/10/2026 17:27,Apple iPhone 16 128GB Unlocked Smartphone A3081 Good Condition,499.0,701.0,Shipping info unavailable,https://www.ebay.com/itm/227050861810?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006423,28.82
3/10/2026 17:27,Apple iPhone 16 256GB Factory Unlocked AT&T T-Mobile Verizon Very Good Condition,586.95,899.0,Shipping info unavailable,https://www.ebay.com/itm/296819057702?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006400,34.71
3/10/2026 17:27,Apple iPhone 16 Plus 128GB Unlocked Good Condition,509.0,714.0,Shipping info unavailable,https://www.ebay.com/itm/227011332517?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006400,28.71
3/10/2026 17:27,Apple iPhone 16 Pro 256GB Unlocked Excellent Condition,689.0,948.0,Shipping info unavailable,https://www.ebay.com/itm/226983072197?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006400,27.32
3/10/2026 17:27,Apple iPhone 16 Pro 512GB Unlocked Good Condition,669.0,969.0,Shipping info unavailable,https://www.ebay.com/itm/227030019541?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006400,30.96
3/10/2026 17:27,Apple Pencil (USB-C) - White Stylus MUWA3AM/A with Pixel-Perfect Precision,51.82,56.95,Shipping info unavailable,https://www.ebay.com/itm/296262723993?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006400,9.01
3/10/2026 17:27,Apple Watch Series 7 41mm GPS + WiFi + Cellular Unlocked Aluminum Case - Good,110.99,299.99,Shipping info unavailable,https://www.ebay.com/itm/404057662041?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006400,63.0
3/10/2026 17:27,Apple Watch Series 8 41mm GPS + WiFi + Cellular Unlocked Aluminum Case - Good,147.99,299.99,Shipping info unavailable,https://www.ebay.com/itm/195779072047?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006400,50.67
3/10/2026 17:27,Apple Watch Series SE (2nd Gen) 40mm GPS + WiFi + Cellular Unlocked - Good,99.99,299.99,Shipping info unavailable,https://www.ebay.com/itm/314605138200?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006400,66.67
3/10/2026 17:27,Apple Watch Ultra GPS & Cellular 49mm Titanium Trail Alpine Loop Ocean Excellent,297.99,799.0,Shipping info unavailable,https://www.ebay.com/itm/406318312547?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006400,62.7
3/10/2026 17:27,Beats Fit Pro Ear Hooks Ear wings Replacement Black White Purple Gray Blue 1Pair,16.0,16.0,Shipping info unavailable,https://www.ebay.com/itm/376769728164?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006403,0.0
3/10/2026 17:27,Belkin Thunderbolt 3 Dock Plus (Certified Refurbished) - Black,100.0,249.99,Shipping info unavailable,https://www.ebay.com/itm/127463179800?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006427,60.0
3/10/2026 17:27,Belkin Thunderbolt 3 Dock Pro (Certified Refurbished) - Space Grey,72.0,179.99,Shipping info unavailable,https://www.ebay.com/itm/127463179236?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006427,60.0
3/10/2026 17:27,Belkin USB-C Multimedia Hub (Certified Refurbished) - Silver,40.0,99.99,Shipping info unavailable,https://www.ebay.com/itm/127463179126?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006427,60.0
3/10/2026 17:27,"Bose QuietComfort Ultra Noise Cancelling Headphones, Certified Refurbished",215.0,229.0,Shipping info unavailable,https://www.ebay.com/itm/166708867898?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006400,6.11
3/10/2026 17:27,"Bose Solo Soundbar 2 Home Theater, Certified Refurbished",93.0,199.0,Shipping info unavailable,https://www.ebay.com/itm/167031735841?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006400,53.27
3/10/2026 17:27,Bundle: Canon SELPHY CP1500 Compact Photo Printer White with KP-108IN Paper Set,203.99,299.99,Shipping info unavailable,https://www.ebay.com/itm/196220534433?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006417,32.0
3/10/2026 17:27,Canon Selphy CP1500 Wireless Compact Photo Printer (Black),179.0,199.0,Shipping info unavailable,https://www.ebay.com/itm/376377515182?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006417,10.05
3/10/2026 17:27,Epson BrightLink 1485Fi FHD 5000Lumen 3LCD Interactive Classroom Laser Projector,1357.0,3099.0,Shipping info unavailable,https://www.ebay.com/itm/175297139043?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006409,56.21
3/10/2026 17:27,eufy SoloCam S3 Solar Wireless Security Camera 360°PTZ 3K Dual-Cam Night Vision,89.99,199.99,Shipping info unavailable,https://www.ebay.com/itm/386708545260?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006400,55.0
3/10/2026 17:27,eufy SoloCam S340 Outdoor Solar Security Camera 3K Dual-Camera Pan&Tilt 8xZoom,105.0,199.99,Shipping info unavailable,https://www.ebay.com/itm/387549414157?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006400,47.5
3/10/2026 17:27,"Gaming Charging Case 20W for Nintendo Switch 2, Sage Green",69.99,69.99,Shipping info unavailable,https://www.ebay.com/itm/127701925145?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006401,0.0
3/10/2026 17:27,"Gaming Charging Case 20W for Nintendo Switch 2, Sand",69.99,69.99,Shipping info unavailable,https://www.ebay.com/itm/127701925104?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006401,0.0
3/10/2026 17:27,"Garmin dezl OTR720 Touchscreen 7"" Trucking GPS Navigator 010-02924-00",319.99,449.99,Shipping info unavailable,https://www.ebay.com/itm/187700000728?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006400,28.89
3/10/2026 17:27,Genuine HP 646A CF032AC Yellow High Yield Toner 12.5K HP LaserJet CM4540 MFP NEW,19.0,39.0,Shipping info unavailable,https://www.ebay.com/itm/305583237926?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006417,51.28
3/10/2026 17:27,Genuine HP 646A CF033AC Magenta High Yield Toner 12.5K LaserJet CM4540 MFP NEW,17.99,37.99,Shipping info unavailable,https://www.ebay.com/itm/305583258247?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006417,52.65
3/10/2026 17:27,Google Pixel 8 Pro 256GB Unlocked - Excellent,365.99,859.0,Shipping info unavailable,https://www.ebay.com/itm/257161120994?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006400,57.39
3/10/2026 17:27,"Google Pixel 9 Pro 256GB 6.3"" 5G Fully Unlocked, Excellent - Has LCD Shadow",394.99,999.0,Shipping info unavailable,https://www.ebay.com/itm/406685045390?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006400,60.46
3/10/2026 18:03,Google Pixel 9 Pro 256GB Unlocked AT&T T-Mobile Verizon Excellent Condition,519.95,1099.0,Shipping info unavailable,https://www.ebay.com/itm/306727543962?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006400,52.69
3/10/2026 17:27,"Google Pixel 9 Pro XL 5G (256GB, 16GB) 6.8"" Unlocked Black Excellent LCD Shadow",432.99,1199.0,Shipping info unavailable,https://www.ebay.com/itm/406712646965?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006400,63.89
3/10/2026 17:27,Google Pixel Watch 3 - 45mm (LTE + WI-Fi /Bluetooth) - Matte Black - Good,114.99,299.99,Shipping info unavailable,https://www.ebay.com/itm/405860002220?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006400,61.67
3/10/2026 17:27,"HP 524pf 24"" Class Full HD LCD Monitor - 16:9 - Jet Black",135.69,199.0,Shipping info unavailable,https://www.ebay.com/itm/306372024621?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006405,31.81
3/10/2026 17:27,"HP EliteBook 840 G7 14"" 512GB i5-10310U WIN11P, Silver",225.0,529.99,Shipping info unavailable,https://www.ebay.com/itm/366229051169?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006400,57.55
3/10/2026 17:27,"HP EliteBook 845 G8 14"" FHD IPS AMD Ryzen 5 PRO 5650U 32GB 256GB SSD W11P Laptop",369.0,799.99,Shipping info unavailable,https://www.ebay.com/itm/376992070163?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006407,53.87
3/10/2026 17:27,"HP OmniBook X 14-fk00 2-in-1 14"" Touch Laptop, Ryzen 7, 24GB, 1TB, Windows",599.99,999.99,Shipping info unavailable,https://www.ebay.com/itm/167860839015?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006407,40.0
3/10/2026 17:27,JBL JBLPARTYBOXULTAM-Z PartyBox Ultimate Speaker - Certified Refurbished,1199.99,1899.95,Shipping info unavailable,https://www.ebay.com/itm/135712104253?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006403,36.84
3/10/2026 17:27,JBL PartyBox 1000 Portable Bluetooth Party Speaker with Full Panel Light Effects,849.0,1349.95,Shipping info unavailable,https://www.ebay.com/itm/184651964031?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006403,37.11
3/10/2026 17:27,"Lenovo Legion 5 15.1"" WQXGA 165Hz Ultra 9 275HX 16GB RAM 1TB SSD RTX 5070",1499.99,1999.99,Shipping info unavailable,https://www.ebay.com/itm/306423604443?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006400,25.0
3/10/2026 17:27,"LG OLED77G5WUA 77"" G5 4K UHD OLED evo Smart TV w/ Wall Mount",2299.0,2299.0,Shipping info unavailable,https://www.ebay.com/itm/297737539543?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006400,0.0
3/10/2026 17:27,"LG UltraWide 34"" WQHD HDR 10 120Hz 5ms Curved Monitor Black 34U62TB-B 2025 Model",189.99,399.99,Shipping info unavailable,https://www.ebay.com/itm/136761082570?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006405,52.5
3/10/2026 17:27,"Microsoft Xbox Wireless Controller For Xbox Series X / S, Xbox One & Windows PC",45.95,80.0,Shipping info unavailable,https://www.ebay.com/itm/275287871839?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006400,42.56
3/10/2026 17:27,MUCAR 892BT Full Systems Car Bidirectional Diagnostic Scan Tool Life Free Update,489.0,569.0,Shipping info unavailable,https://www.ebay.com/itm/397321692203?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006432,14.06
3/10/2026 17:27,Nex Playground Active Play System Motion Gaming Console AI Controller New OB,179.99,199.99,Shipping info unavailable,https://www.ebay.com/itm/389679669427?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006401,10.0
3/10/2026 17:27,Nintendo Switch OLED 64GB Game Console + 1 Year🛡️ Warranty | 2-Day Shipping📦✈️,249.95,399.99,Shipping info unavailable,https://www.ebay.com/itm/357950678927?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006401,37.51
3/10/2026 17:27,Olympus OM System 12-40mm f2.8 M.Zuiko ED PRO II Lens Micro 4/3 MFT,699.0,699.0,Shipping info unavailable,https://www.ebay.com/itm/205996230549?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006425,0.0
3/10/2026 17:27,OM System Olympus OM-1 20MP Stacked Sensor Mirrorless Camera,875.0,875.0,Shipping info unavailable,https://www.ebay.com/itm/205975048161?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006430,0.0
3/10/2026 17:27,OM System Olympus OM-1 Mirrorless Camera w/12-40mm f/2.8 Pro II Lens,1499.0,1499.0,Shipping info unavailable,https://www.ebay.com/itm/147075451628?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006430,0.0
3/10/2026 17:27,"PANASONIC LUMIX G Leica DG ELMARIT Professional Lens, 200mm, F2.8 ASPH,",2339.95,3626.99,Shipping info unavailable,https://www.ebay.com/itm/197772160091?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006425,35.49
3/10/2026 17:27,REDTIGER 4K Dash Cam Front and Rear with AI-Powered Driver Assistance G-Sensor,79.99,139.99,Shipping info unavailable,https://www.ebay.com/itm/285933024479?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006432,42.86
3/10/2026 17:27,"REDTIGER F17 4K 3 Channel Dash Cam, 5G WiFi Front and Rear Inside 64GB SD Card",159.99,219.99,Shipping info unavailable,https://www.ebay.com/itm/285472410074?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006432,27.27
3/10/2026 17:27,REDTIGER F7NP 128GB Dash Camera Front and Rear 4K Dash Cam With WiFi&GPS,129.99,189.99,Shipping info unavailable,https://www.ebay.com/itm/286761406185?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006400,31.58
3/10/2026 17:27,"Refurbished HUION Kamvas 13 (Gen 3) 13.3"" Graphic Tablet Pen Display PenTech4.0",169.0,169.0,Shipping info unavailable,https://www.ebay.com/itm/335778622198?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006405,0.0
3/10/2026 17:27,"Refurbished HUION Kamvas Pro 19 18.4"" UHD Drawing Tablet Touch Screen PenTech4.0",729.0,729.0,Shipping info unavailable,https://www.ebay.com/itm/335438627589?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006405,0.0
3/10/2026 17:27,Reolink 16MP 36 Channel Network Video Recorder NVR for Security Camera System,229.99,229.99,Shipping info unavailable,https://www.ebay.com/itm/134318905821?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006400,0.0
3/10/2026 17:27,Retevis H777 walkie talkie long range Rechargeable 2W FRS Two Way Radios 10 Pack,109.99,149.99,Shipping info unavailable,https://www.ebay.com/itm/193602869616?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006400,26.67
3/10/2026 17:27,"Samsung - Geek Squad Certified Refurbished T9 Portable SSD 4TB, Up to 2,000MB...",459.99,459.99,Shipping info unavailable,https://www.ebay.com/itm/205471528497?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006421,0.0
3/10/2026 17:27,Samsung 656W 11.1.4-Ch 656W Dolby Atmos Soundbar System HW-Q990D/ZA,829.98,1599.99,Shipping info unavailable,https://www.ebay.com/itm/395482986060?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006409,48.13
3/10/2026 17:27,Samsung Galaxy Buds+ Plus SM-R175 Bluetooth True Wireless Earbuds 2020 Colors SR,54.95,54.95,Shipping info unavailable,https://www.ebay.com/itm/185460063087?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006419,0.0
3/10/2026 17:27,Samsung Galaxy S21 5G 128GB G991U Unlocked - Good,134.99,799.99,Shipping info unavailable,https://www.ebay.com/itm/254987231741?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006400,83.13
3/10/2026 17:27,Samsung Galaxy S22+ 128GB S906U Unlocked - Good,163.99,999.99,Shipping info unavailable,https://www.ebay.com/itm/255803826545?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006400,83.6
3/10/2026 17:27,Samsung Galaxy S22+ 128GB S906U Unlocked - Very Good,182.99,999.99,Shipping info unavailable,https://www.ebay.com/itm/255788146958?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006400,81.7
3/10/2026 17:27,Samsung Galaxy S23 128GB S911U Unlocked - Excellent,239.99,799.99,Shipping info unavailable,https://www.ebay.com/itm/256372271129?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006400,70.0
3/10/2026 17:55,Samsung Galaxy S23 Ultra 256GB S918U Unlocked - Very Good,385.99,1199.99,Shipping info unavailable,https://www.ebay.com/itm/256379350872?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006400,67.83
3/10/2026 17:27,Samsung Galaxy S23 Ultra S918U1 256GB Unlocked - Very Good Refurbished,402.99,999.99,Shipping info unavailable,https://www.ebay.com/itm/205816814214?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006400,59.7
3/10/2026 17:27,Samsung Galaxy S23+ 256GB S916U Unlocked - Good,269.99,999.99,Shipping info unavailable,https://www.ebay.com/itm/256372558330?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006400,73.0
3/10/2026 17:55,Samsung Galaxy S24+ 256GB S926U Unlocked - Excellent,431.99,999.99,Shipping info unavailable,https://www.ebay.com/itm/256602372474?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006400,56.8
3/10/2026 17:27,Samsung Galaxy Watch Ultra (2025) 47MM LTE Unlocked L705U Smartwatch - Excellent,354.99,354.99,Shipping info unavailable,https://www.ebay.com/itm/227111541415?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006400,0.0
3/10/2026 17:27,Samsung Galaxy Watch4 Classic R880 42mm Black GPS + WiFi + Bluetooth - Very Good,40.99,199.99,Shipping info unavailable,https://www.ebay.com/itm/313891339572?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006400,79.5
3/10/2026 17:27,Samsung HW-B750F 5.1ch Bluetooth Soundbar with Wireless Subwoofer – 2025 Model,218.0,599.95,Shipping info unavailable,https://www.ebay.com/itm/157040074913?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006409,63.66
3/10/2026 17:27,SAMSUNG SSD 7.68TB 4TB 3.84TB 2TB 1.92TB 1TB 960GB 512GB 500GB 480GB 2.5 6Gbps,74.99,74.99,Shipping info unavailable,https://www.ebay.com/itm/326859827047?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006421,0.0
3/10/2026 17:27,Sony FE 24-70mm f/2.8 GM II Lens - Fast USA Shipping!,2299.0,2299.0,Shipping info unavailable,https://www.ebay.com/itm/206009821598?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006425,0.0
3/10/2026 17:27,Sony FE 70-200mm f2.8 GM OSS II Lens SEL70200GM2 *Sony USA Warranty,2889.0,2889.0,Shipping info unavailable,https://www.ebay.com/itm/147103302859?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006425,0.0
3/10/2026 17:27,"Soundcore Anker Life Q20 Hybrid Active Noise Cancelling Headphones, Wireless",22.99,28.74,Shipping info unavailable,https://www.ebay.com/itm/389129473103?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006403,20.01
3/10/2026 17:27,SVBONY MK127 127mm Telescope Professional Maksutov-Cassegrain Planetary Visual,479.99,533.32,Shipping info unavailable,https://www.ebay.com/itm/197423012127?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006430,10.0
3/10/2026 17:27,SVBONY SV48P 102mm f/6.5 Telescope Astronomical Professional for Observation,229.99,333.32,Shipping info unavailable,https://www.ebay.com/itm/196534578698?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006430,31.0
3/10/2026 17:27,TABWEE T90 Android Tablet With GPS 11 Inch Andriod 16 24GB+128GB 8000mAh T615,139.0,139.0,Shipping info unavailable,https://www.ebay.com/itm/366144621889?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006415,0.0
3/10/2026 17:27,UMIDIGI BISON Pro 4GB/8GB+128GB NFC Dual SIM 48MP Rugged Android Smartphone,120.39,120.39,Shipping info unavailable,https://www.ebay.com/itm/177660070141?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006423,0.0
3/10/2026 17:27,WL OEM 20TB 7.2K RPM SATA 6Gb/s 3.5in Enterprise HDD,357.46,357.46,Shipping info unavailable,https://www.ebay.com/itm/297831103459?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006421,0.0
2026-03-10 18:30:32,Apple iPhone 14 A2649 Unlocked 128GB Midnight Good,251.16,699.99,Shipping info unavailable,https://www.ebay.com/itm/186531733002?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006400,64.12
2026-03-10 21:45:39,Apple iPhone 15 Pro A2848 256GB Unlocked - Excellent Refurbished,499.99,999.99,Shipping info unavailable,https://www.ebay.com/itm/357948869031?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006400,50.0
2026-03-10 21:45:39,"Google Pixel Fold 5G 256GB 7.6"" T-Mobile Only, Obsidian Black - Excellent",288.99,1799.0,Shipping info unavailable,https://www.ebay.com/itm/406721939322?_trkparms=5373%3A5000006400%7C5374%3ATech%7C5079%3A5000006400,83.94
